100448,"",3,M
100449,17806,1,M
100450,22158,4,M
100451,14027,3,F
100452,10289,2,M
100453,48552,3,F
100454,201662,12,F
100455,5277,1,F
100456,57611,6,F
100457,15726,2,F
100458,10798,1,M
100459,11334,8,F
100460,5113,2,M
100461,37356,4,M
100462,5565,1,F
100463,3987,2,F
100464,2282,1,F
100465,9758,2,F
100466,44717,3,M
100467,5918,2,M
100468,3253,1,M
100469,1787,3,M
100470,35252,3,F
100471,23063,2,F
100472,58235,2,M
100473,3864,1,M
100474,23431,3,M
100475,12119,3,F
100476,25681,1,F
100477,55485,3,M
100478,10571,3,M
100479,9347,1,M
100480,66384,3,F
100481,9588,2,M
100482,8363,2,F
100483,16598,1,F
100484,30463,1,M
100485,6811,2,M
100486,5129,1,M
100487,5581,1,M
100488,"",1,F
100489,12736,2,F
100490,17621,1,M
100491,10419,2,M
100492,3117,2,F
100493,140628,10,M
100494,11659,2,M
100495,7478,3,M
100496,2962,1,M
100497,108274,9,M
100498,8031,2,F
100499,407,2,F
100500,3382,2,M
100501,8773,1,F
100502,28277,3,F
100503,15969,1,F
100504,7288,1,F
100505,10281,2,F
100506,15043,1,M
100507,20348,3,M
100508,1144,1,F
100509,"",1,F
100510,5001,2,F
100511,6852,2,F
100512,24171,2,F
100513,529,3,M
100514,5678,2,F
100515,1118,2,M
100516,15508,2,F
100517,34229,4,M
100518,6229,2,M
100519,66734,3,M
100520,28792,2,M
100521,549,2,F
100522,28994,3,M
100523,4581,1,M
100524,11047,3,M
100525,21057,3,M
100526,12388,2,F
100527,27874,3,M
100528,79773,3,M
100529,5461,3,M
100530,88365,6,M
100531,8851,1,M
100532,37231,2,M
100533,14286,2,F
100534,51295,4,F
100535,16163,2,M
100536,10602,2,F
100537,30902,2,M
100538,98278,2,M
100539,51145,4,F
100540,9098,3,F
100541,47212,4,M
100542,18936,2,F
100543,844,2,F
100544,59941,4,F
100545,38686,3,F
100546,15389,2,F
100547,27221,4,M
100548,33181,1,F
100549,86294,3,M
100550,22701,2,F
100551,10718,1,M
100552,9345,1,F
100553,38054,3,F
100554,56628,4,F
100555,5373,2,F
100556,4636,1,F
100557,79077,5,M
100558,28991,2,F
100559,9017,2,F
100560,10761,3,M
100561,31929,3,M
100562,16621,1,M
100563,413,1,M
100564,94267,5,F
100565,19005,3,M
100566,1918,2,F
100567,19949,1,M
100568,16048,1,M
100569,34515,2,F
100570,17525,3,M
100571,1046,3,F
100572,4694,2,F
100573,9501,3,M
100574,5031,1,F
100575,19774,2,F
100576,23888,3,F
100577,3555,2,M
100578,4628,2,F
100579,19436,3,F
100580,62154,4,F
100581,96315,5,M
100582,19788,1,M
100583,50497,3,F
100584,11116,3,F
100585,39444,1,M
100586,47662,2,M
100587,10236,1,F
100588,87321,6,M
100589,49169,4,M
100590,803,2,F
100591,36729,3,M
100592,8589,2,F
100593,5399,1,M
100594,70136,4,F
100595,"",1,M
100596,36732,2,F
100597,14125,1,F
100598,1728,2,F
100599,78315,3,M
100600,11695,3,F
100601,5058,3,F
100602,8343,3,M
100603,4036,1,F
100604,10235,3,M
100605,3015,1,M
100606,13645,3,M
100607,"",1,M
100608,4693,1,F
100609,10868,5,F
100610,9799,1,M
100611,10582,3,F
100612,39404,3,F
100613,62692,4,M
100614,8241,1,M
100615,18227,3,M
100616,13728,3,M
100617,13892,2,M
100618,50515,6,M
100619,21516,2,F
100620,86013,3,M
100621,7965,2,M
100622,4765,2,M
100623,7202,1,M
100624,19871,2,M
100625,35241,2,M
100626,5538,2,F
100627,6961,1,F
100628,45498,2,M
100629,31435,1,F
100630,43369,3,F
100631,26125,2,M
100632,19289,3,M
100633,8808,2,F
100634,70097,5,M
100635,94551,3,F
100636,5773,3,M
100637,6666,1,M
100638,34117,2,M
100639,"",1,M
100640,7723,3,M
100641,20173,2,F
100642,80659,6,M
100643,24365,2,F
100644,93542,3,F
100645,"",2,F
100646,978328137,2,F
100647,22802,2,F
100648,7692,2,F
100649,"",1,M
100650,2107,1,M
100651,33238,4,M
100652,71927,4,F
100653,20085,4,F
100654,28414,3,F
100655,35769,4,F
100656,13281,3,F
100657,15631,2,F
100658,23438,2,M
100659,4355,2,M
100660,15109,1,F
100661,30071,3,M
100662,63137,3,M
100663,4493,2,F
100664,15256,2,F
100665,22757,1,F
100666,7938,3,M
100667,4853,1,M
100668,4359,1,F
100669,11005,1,M
100670,17911,2,M
100671,154,2,F
100672,22086,3,M
100673,27514,2,M
100674,212,2,M
100675,677,2,F
100676,15483,2,F
100677,21413,2,F
100678,9325,3,F
100679,45308,4,F
100680,6297,3,M
100681,4001,2,M
100682,31867,4,M
100683,257,2,M
100684,14221,1,F
100685,61989,4,F
100686,12424,3,M
100687,10143,2,M
100688,24079,3,M
100689,5787,2,M
100690,6267,2,F
100691,23552,3,M
100692,311,2,M
100693,6465,2,F
100694,61291,5,M
100695,65324,3,F
100696,88412,2,M
100697,35869,3,M
100698,406,1,F
100699,4896,1,M
100700,7587,2,M
100701,28585,4,M
100702,898,3,F
100703,54381,3,F
100704,25812,2,M
100705,45313,4,M
100706,35972,2,F
100707,17883,1,M
100708,8428,2,F
100709,4029,2,M
100710,16767,3,F
100711,11853,2,M
100712,26168,3,M
100713,92,1,F
100714,5622,3,F
100715,5898,2,M
100716,45456,3,M
100717,55831,5,M
100718,538,2,F
100719,14074,2,M
100720,40668,1,M
100721,156875,9,M
100722,3054,2,F
100723,20701,3,M
100724,4632,1,M
100725,27732,3,M
100726,13557,3,M
100727,14736,2,M
100728,12301,1,M
100729,55337,3,M
100730,9152,1,F
100731,13297,1,F
100732,6938,1,M
100733,74641,5,F
100734,1267,2,M
100735,332,2,M
100736,416492214,3,F
100737,5506,3,F
100738,29473,1,F
100739,9059,1,M
100740,3861,1,M
100741,30549,3,M
100742,8866,1,M
100743,20717,3,M
100744,7876,2,F
100745,41612,1,M
100746,15693,2,F
100747,4723,2,F
100748,18553,2,F
100749,14759,1,F
100750,"",2,F
100751,10178,3,M
100752,26619,4,M
100753,8838,2,M
100754,36151,2,M
100755,37999,1,F
100756,28465,2,F
100757,3596,2,M
100758,3235,1,F
100759,"",1,F
100760,3378,2,F
100761,28179,2,F
100762,38498,2,M
100763,12924,1,F
100764,9748,3,F
100765,25169,1,M
100766,27429,3,M
100767,18546,2,F
100768,53598,4,F
100769,2831,4,M
100770,13071,3,F
100771,36774,2,M
100772,14155,1,F
100773,24846,2,M
100774,60375,4,M
100775,7028,3,M
100776,58364,6,F
100777,15173,2,M
100778,96284,3,M
100779,459,2,M
100780,25789,1,F
100781,54454,2,M
100782,239359,8,F
100783,5035,2,F
100784,27222,1,F
100785,25357,2,F
100786,12028,2,M
100787,3093,1,M
100788,21282,3,M
100789,62731,5,M
100790,26057,1,M
100791,34892,2,M
100792,15404,3,M
100793,44194,1,F
100794,33383,2,F
100795,10425,3,F
100796,4874,2,F
100797,12891,1,F
100798,2418,4,M
100799,16159,3,M
100800,346923095,2,F
100801,22339,1,M
100802,23561,1,F
100803,26256,2,F
100804,10471,3,M
100805,64336,5,M
100806,20178,2,M
100807,37748,3,M
100808,18973,2,F
100809,12588,2,M
100810,4628,1,F
100811,25652,4,M
100812,"",2,F
100813,9141,3,F
100814,7465,1,F
100815,2899,3,M
100816,33815,3,M
100817,27281,3,F
100818,699,1,F
100819,21517,4,M
100820,17459,3,F
100821,6555,2,F
100822,21642,2,F
100823,7226,2,M
100824,26821,4,M
100825,61775,6,M
100826,46198,2,M
100827,38133,2,F
100828,10732,2,F
100829,17833,2,M
100830,130877,6,F
100831,18314,2,M
100832,24553,3,F
100833,"",2,F
100834,92129,2,F
100835,16521,2,F
100836,43748,2,M
100837,"",1,M
100838,8512,1,M
100839,435,1,M
100840,94692,6,M
100841,38026,3,F
100842,5825,2,F
100843,19481,2,F
100844,1642,1,F
100845,19994,2,M
100846,17822,3,M
100847,"",3,M
100848,11302,2,F
100849,13556,2,M
100850,759,2,F
100851,5713,2,F
100852,3538,1,F
100853,58413,3,M
100854,13235,3,F
100855,41039,2,M
100856,117098,5,M
100857,6132,2,F
100858,13896,2,M
100859,5025,2,F
100860,7128,2,F
100861,17657,2,M
100862,13208,8,F
100863,7817,2,M
100864,8385,3,M
100865,9559,2,F
100866,99659,5,M
100867,17642,2,F
100868,3705,1,M
100869,18057,2,F
100870,25862,2,M
100871,4074,3,M
100872,29595,3,F
100873,32893,3,M
100874,104872,5,F
100875,29693,1,F
100876,8383,2,M
100877,506,3,F
100878,7846,3,F
100879,34872,1,F
100880,12961,1,F
100881,26241,3,M
100882,4652,2,M
100883,33536,2,F
100884,12306,2,M
100885,364993,10,F
100886,43576,2,F
100887,125328,10,M
100888,76822,5,F
100889,4836,1,M
100890,15465,2,M
100891,90343,6,F
100892,32456,2,F
100893,5897,3,M
100894,27023,3,F
100895,12193,2,F
100896,9506,3,F
100897,144213,7,M
100898,2114,2,M
100899,8101,2,F
100900,151649,6,F
100901,37079,1,M
100902,45436,3,M
100903,6037,2,F
100904,22341,2,M
100905,12164,2,M
100906,9619,3,F
100907,10276,1,F
100908,9632,1,M
100909,"",1,M
100910,15055,1,F
100911,24321,3,F
100912,6718,1,M
100913,4071,2,F
100914,23283,3,F
100915,13552,3,M
100916,8005,3,F
100917,41176,2,M
100918,37456,4,M
100919,2964,3,F
100920,7563,3,M
100921,16386,3,F
100922,3639,1,M
100923,"",2,F
100924,4544,2,F
100925,16633,3,M
100926,11836,1,F
100927,56731,5,F
100928,3814,4,M
100929,15161,2,M
100930,4893,1,M
100931,7391,2,M
100932,11835,2,M
100933,216,3,F
100934,19298,2,F
100935,9665,3,F
100936,11869,1,M
100937,15018,2,F
100938,9546,2,F
100939,16614,2,M
100940,7081,3,F
100941,9094,3,M
100942,5744,2,F
100943,177028,9,M
100944,31186,4,F
100945,14743,1,M
100946,8626,1,F
100947,19486,2,M
100948,21216,2,M
100949,477,1,F
100950,23227,3,M
100951,26684,3,M
100952,976,2,F
100953,5622,2,F
100954,8566,2,M
100955,328,1,F
100956,13136,2,F
100957,22004,3,F
100958,23734,1,F
100959,3006,1,M
100960,2745,1,F
100961,1052,1,M
100962,84026,6,M
100963,4814,2,M
100964,7789,2,F
100965,1246,1,F
100966,7743,3,M
100967,35212,2,F
100968,33425,3,F
100969,6629,3,F
100970,4956,2,M
100971,26315,4,F
100972,78378,5,F
100973,20981,3,M
100974,29486,1,M
100975,5916,2,F
100976,3335,2,F
100977,15571,3,F
100978,3428,2,F
100979,8821,1,M
100980,4728,2,F
100981,10711,2,F
100982,26342,3,F
100983,7229,2,M
100984,13474,2,M
100985,15801,1,F
100986,16237,2,M
100987,21738,4,M
100988,39314,2,M
100989,71359,4,F
100990,6786,2,M
100991,59043,3,F
100992,57976,4,M
100993,102063,8,M
100994,38689,4,M
100995,6187,2,F
100996,20656,2,M
100997,7775,2,M
100998,3307,1,M
100999,5708,2,F
101000,52508,6,M
101001,22916,2,F
101002,28922,1,M
101003,1036,3,M
101004,25863,1,F
101005,10531,1,F
101006,16856,2,F
101007,56766,4,M
101008,5137,1,F
101009,26388,3,F
101010,54263,2,M
101011,28809,1,M
101012,20318,3,F
101013,61553,3,F
101014,10101,3,F
101015,"",2,F
101016,5397,3,M
101017,"",2,F
101018,15246,2,F
101019,28636,2,F
101020,23963,3,F
101021,7051,3,M
101022,2384,3,F
101023,12494,2,F
101024,17422,2,M
101025,2565,2,M
101026,78849,3,M
101027,75,2,F
101028,23886,4,F
101029,25912,3,F
101030,32056,3,F
101031,6179,2,M
101032,9713,2,M
101033,5141,2,M
101034,6935,3,M
101035,7103,2,F
101036,10517,3,M
101037,43292,2,M
101038,3889,1,F
101039,1043,2,M
101040,3655,1,F
101041,4911,1,M
101042,37388,1,M
101043,9733,1,F
101044,25476,4,F
101045,22982,2,F
101046,27573,2,M
101047,8352,1,F
101048,1498,1,F
101049,3087,1,M
101050,34591,2,F
101051,66055,4,M
101052,26312,2,M
101053,12534,2,F
101054,10948,1,M
101055,43516,1,F
101056,3693,1,F
101057,16106,3,F
101058,34543,2,M
101059,"",3,F
101060,1102,1,F
101061,1269,2,F
101062,10833,3,M
101063,22391,3,F
101064,13809,1,F
101065,23715,3,F
101066,177848,9,F
101067,5675,3,F
101068,31931,2,M
101069,60329,6,F
101070,4931,3,F
101071,15036,2,F
101072,4179,2,F
101073,65394,3,F
101074,23689,1,M
101075,23341,1,M
101076,7275,3,F
101077,44871,1,F
101078,382,1,M
101079,47327,3,F
101080,709526932,2,F
101081,11987,3,F
101082,8534,2,F
101083,7622,1,M
101084,78902,5,F
101085,666,3,F
101086,11086,2,F
101087,21167,3,F
101088,20865,2,M
101089,13814,2,M
101090,2482,3,M
101091,6537,3,M
101092,475,2,M
101093,7382,1,F
101094,23725,3,M
101095,12917,1,F
101096,3844,2,M
101097,7953,2,F
101098,11779,2,F
101099,80316,3,M
101100,3746,4,F
101101,4931,3,M
101102,6914,2,F
101103,13082,2,M
101104,5695,3,M
101105,4435,1,F
101106,22272,3,F
101107,12979,3,F
101108,19587,2,M
101109,55433,5,F
101110,905,2,F
101111,40878,4,F
101112,11712,2,F
101113,4659,1,F
101114,977,4,M
101115,22136,3,F
101116,5741,1,F
101117,15401,3,F
101118,17806,2,M
101119,8388,2,F
101120,6875,2,M
101121,6707,2,F
101122,15758,3,F
101123,1005,3,F
101124,8499,2,F
101125,7827,2,F
101126,6442,2,M
101127,38342,3,F
101128,21857,2,F
101129,15381,2,M
101130,9777,3,M
101131,15254,3,M
101132,14819,1,F
101133,5913,2,M
101134,13083,3,M
101135,9441,1,M
101136,9826,2,F
101137,52056,2,F
101138,"",1,F
101139,13528,2,M
101140,8952,1,M
101141,14103,2,F
101142,39113,2,M
101143,211519,5,F
101144,17656,2,F
101145,17219,2,M
101146,19052,2,F
101147,3933,2,M
101148,50505,4,M
101149,9072,1,F
101150,4979,2,F
101151,4037,1,F
101152,8621,2,F
101153,15698,2,M
101154,14725,2,M
101155,6412,2,F
101156,5192,2,F
101157,41212,1,M
101158,39059,3,M
101159,19766,3,F
101160,24099,2,F
101161,8507,3,F
101162,18423,2,M
101163,15441,2,F
101164,19944,2,F
101165,54477,3,M
101166,6851,2,M
101167,5456,2,M
101168,9361,1,M
101169,7763,3,F
101170,22865,2,M
101171,1764,3,M
101172,43334,2,F
101173,23519,2,F
101174,44353,4,M
101175,17333,2,M
101176,4683,1,F
101177,88021,6,M
101178,106255,5,M
101179,5757,3,M
101180,32718,4,M
101181,29906,1,M
101182,14744,3,M
101183,9562,2,M
101184,31452,3,F
101185,9694,1,F
101186,4448,2,F
101187,11259,3,M
101188,8192,1,M
101189,4714,3,F
101190,79861,4,F
101191,20389,3,F
101192,31695,2,M
101193,16843,2,F
101194,6434,3,M
101195,18386,1,F
101196,26705,1,F
101197,25338,3,F
101198,63957,5,F
101199,4618,1,M
101200,17928,2,M
101201,3003,2,M
101202,10617,1,F
101203,3961,1,M
101204,24174,4,M
101205,69478,5,F
101206,26272,3,M
101207,55363,6,M
101208,26275,2,F
101209,4387,1,F
101210,14437,2,F
101211,29397,3,F
101212,7578,3,M
101213,11442,2,F
101214,11789,2,F
101215,2385,3,M
101216,"",2,F
101217,7745,1,F
101218,72343,2,M
101219,11032,2,M
101220,12992,1,M
101221,507,2,F
101222,17319,2,F
101223,4575,1,F
101224,18512,8,M
101225,45355,4,M
101226,51556,4,F
101227,8346,2,M
101228,4012,2,M
101229,30296,2,F
101230,33174,2,F
101231,35554,3,F
101232,7007,1,M
101233,4406,2,M
101234,43647,2,F
101235,69251,5,M
101236,131278,5,M
101237,8975,3,F
101238,203063,11,M
101239,16694,2,F
101240,8249,3,M
101241,63141,2,M
101242,187214,5,F
101243,12745,2,M
101244,48508,3,F
101245,26975,2,M
101246,1265,2,M
101247,200513,17,F
101248,33636,2,M
101249,11731,1,F
101250,14496,2,F
101251,12714,2,M
101252,3662,4,F
101253,78397,4,M
101254,18617,3,M
101255,"",2,F
101256,10681,2,F
101257,55102,3,F
101258,576,2,F
101259,33817,3,M
101260,7002,1,M
101261,7402,3,M
101262,31362,3,F
101263,6092,5,F
101264,19739,2,M
101265,12034,3,F
101266,22227,3,F
101267,32252,2,F
101268,4954,1,F
101269,47901,4,M
101270,22737,3,F
101271,"",2,M
101272,14012,1,M
101273,4513,2,F
101274,18448,2,F
101275,36104,4,F
101276,7959,3,F
101277,35138,3,M
101278,3468,3,M
101279,21863,3,F
101280,31603,3,M
101281,3127,1,M
101282,7825,1,M
101283,15398,2,M
101284,5734,3,M
101285,19483,3,F
101286,10215,2,M
101287,35893,4,F
101288,20172,4,M
101289,5509,2,M
101290,55618,2,F
101291,15071,2,F
101292,7347,1,M
101293,3874,1,F
101294,19178,1,M
101295,12124,1,M
101296,23251,2,M
101297,24851,1,M
101298,6301,3,M
101299,15304,2,M
101300,11812,2,M
101301,16511,3,M
101302,90755,5,M
101303,12197,2,F
101304,8143,2,F
101305,10249,1,M
101306,5978,2,F
101307,24637,3,F
101308,58199,5,F
101309,42867,3,M
101310,16856,2,F
101311,6817,3,F
101312,5664,3,F
101313,7786,2,F
101314,25535,2,F
101315,5099,1,M
101316,9552,2,F
101317,35088,2,M
101318,7438,2,F
101319,4675,2,M
101320,4243,1,F
101321,19663,2,M
101322,14094,1,F
101323,32686,2,M
101324,124398,7,F
101325,92562,4,F
101326,1011,1,F
101327,16128,2,M
101328,566,3,M
101329,6125,3,M
101330,19758,2,F
101331,16195,2,F
101332,9358,2,F
101333,18281,2,F
101334,64657,3,M
101335,9241,3,F
101336,218,3,M
101337,24289,3,M
101338,12573,1,M
101339,925,3,M
101340,2324,1,F
101341,2467,3,M
101342,7171,2,F
101343,65537,6,M
101344,5976,5,M
101345,18097,2,F
101346,765,1,M
101347,10727,2,M
101348,22093,4,M
101349,4053,2,M
101350,4843,1,F
101351,11347,3,M
101352,637,2,M
101353,8708,2,M
101354,19747,2,M
101355,13491,3,F
101356,40336,2,M
101357,12872,1,F
101358,3079,2,F
101359,41045,3,M
101360,4789,1,M
101361,17637,2,F
101362,27278,4,F
101363,39573,3,F
101364,37132,1,F
101365,1289,3,M
101366,20804,2,M
101367,129444,4,M
101368,15944,2,M
101369,20352,17,F
101370,3796,2,F
101371,39883,3,F
101372,13415,2,F
101373,16588,2,F
101374,46483,4,M
101375,57918,5,F
101376,"",2,F
101377,24407,2,M
101378,6936,2,F
101379,17527,2,F
101380,"",1,F
101381,18971,3,F
101382,23464,3,M
101383,29988,3,M
101384,4861,1,M
101385,37795,2,M
101386,6003,3,F
101387,13913,1,M
101388,3129,2,M
101389,33102,4,M
101390,19118,2,F
101391,13685,2,M
101392,47577,4,M
101393,28339,3,F
101394,32676,2,F
101395,6463,2,F
101396,21916,3,F
101397,33285,2,M
101398,35847,3,M
101399,4909,2,M
101400,63284,3,M
101401,11703,3,M
101402,1045,1,M
101403,7861,1,M
101404,81779,3,F
101405,25362,3,M
101406,58212,5,M
101407,17994,2,F
101408,10788,2,M
